xp,yp,zp,xv,yv,zv,xd,yd,zd,spd,t
-1472.5,-2527.5,7157.5,150,-150,-50,1,0,0,217.94494717703367,16.85
-1465,-2535,7155,150,-150,-50,1,0,0,217.94494717703367,16.900000000000002
-1457.5,-2542.5,7152.5,150,-150,-50,1,0,0,217.94494717703367,16.95
-1450,-2550,7150,150,-150,-50,1,0,0,217.94494717703367,17
-1442.5,-2557.5,7147.5,150,-150,-50,1,0,0,217.94494717703367,17.05
-1435,-2565,7145,150,-150,-50,1,0,0,217.94494717703367,17.1
-1427.5,-2572.5,7142.5,150,-150,-50,1,0,0,217.94494717703367,17.150000000000002
-1420,-2580,7140,150,-150,-50,1,0,0,217.94494717703367,17.2
-1412.5,-2587.5,7137.5,150,-150,-50,1,0,0,217.94494717703367,17.25
-1405,-2595,7135,150,-150,-50,1,0,0,217.94494717703367,17.3
-1397.5,-2602.5,7132.5,150,-150,-50,1,0,0,217.94494717703367,17.35
-1390,-2610,7130,150,-150,-50,1,0,0,217.94494717703367,17.400000000000002
-1382.5,-2617.5,7127.5,150,-150,-50,1,0,0,217.94494717703367,17.45
-1375,-2625,7125,150,-150,-50,1,0,0,217.94494717703367,17.5
-1367.5,-2632.5,7122.5,150,-150,-50,1,0,0,217.94494717703367,17.55
-1360,-2640,7120,150,-150,-50,1,0,0,217.94494717703367,17.6
-1352.5,-2647.5,7117.5,150,-150,-50,1,0,0,217.94494717703367,17.650000000000002
-1345,-2655,7115,150,-150,-50,1,0,0,217.94494717703367,17.7
-1337.5,-2662.5,7112.5,150,-150,-50,1,0,0,217.94494717703367,17.75
-1330,-2670,7110,150,-150,-50,1,0,0,217.94494717703367,17.8
-1322.5,-2677.5,7107.5,150,-150,-50,1,0,0,217.94494717703367,17.85
-1315,-2685,7105,150,-150,-50,1,0,0,217.94494717703367,17.900000000000002
-1307.5,-2692.5,7102.5,150,-150,-50,1,0,0,217.94494717703367,17.95
-1300,-2700,7100,150,-150,-50,1,0,0,217.94494717703367,18
-1292.5,-2707.5,7097.5,150,-150,-50,1,0,0,217.94494717703367,18.05
-1285,-2715,7095,150,-150,-50,1,0,0,217.94494717703367,18.1
-1277.5,-2722.5,7092.5,150,-150,-50,1,0,0,217.94494717703367,18.150000000000002
-1270,-2730,7090,150,-150,-50,1,0,0,217.94494717703367,18.2
-1262.5,-2737.5,7087.5,150,-150,-50,1,0,0,217.94494717703367,18.25
-1255,-2745,7085,150,-150,-50,1,0,0,217.94494717703367,18.3
-1247.5,-2752.5,7082.5,150,-150,-50,1,0,0,217.94494717703367,18.35
-1240,-2760,7080,150,-150,-50,1,0,0,217.94494717703367,18.400000000000002
-1232.5,-2767.5,7077.5,150,-150,-50,1,0,0,217.94494717703367,18.45
-1225,-2775,7075,150,-150,-50,1,0,0,217.94494717703367,18.5
-1217.5,-2782.5,7072.5,150,-150,-50,1,0,0,217.94494717703367,18.55
-1210,-2790,7070,150,-150,-50,1,0,0,217.94494717703367,18.6
-1202.5,-2797.5,7067.5,150,-150,-50,1,0,0,217.94494717703367,18.650000000000002
-1195,-2805,7065,150,-150,-50,1,0,0,217.94494717703367,18.7
-1187.5,-2812.5,7062.5,150,-150,-50,1,0,0,217.94494717703367,18.75
-1180,-2820,7060,150,-150,-50,1,0,0,217.94494717703367,18.8
-1172.5,-2827.5,7057.5,150,-150,-50,1,0,0,217.94494717703367,18.85
-1165,-2835,7055,150,-150,-50,1,0,0,217.94494717703367,18.900000000000002
-1157.5,-2842.5,7052.5,150,-150,-50,1,0,0,217.94494717703367,18.95
-1150,-2850,7050,150,-150,-50,1,0,0,217.94494717703367,19
-1142.5,-2857.5,7047.5,150,-150,-50,1,0,0,217.94494717703367,19.05
-1135,-2865,7045,150,-150,-50,1,0,0,217.94494717703367,19.1
-1127.5,-2872.5,7042.5,150,-150,-50,1,0,0,217.94494717703367,19.150000000000002
-1120,-2880,7040,150,-150,-50,1,0,0,217.94494717703367,19.200000000000003
-1112.5,-2887.5,7037.5,150,-150,-50,1,0,0,217.94494717703367,19.25
-1105,-2895,7035,150,-150,-50,1,0,0,217.94494717703367,19.3
-1097.5,-2902.5,7032.5,150,-150,-50,1,0,0,217.94494717703367,19.35
-1090,-2910,7030,150,-150,-50,1,0,0,217.94494717703367,19.400000000000002
-1082.5,-2917.5,7027.5,150,-150,-50,1,0,0,217.94494717703367,19.450000000000003
-1075,-2925,7025,150,-150,-50,1,0,0,217.94494717703367,19.5
-1067.5,-2932.5,7022.5,150,-150,-50,1,0,0,217.94494717703367,19.55
-1060,-2940,7020,150,-150,-50,1,0,0,217.94494717703367,19.6
-1052.5,-2947.5,7017.5,150,-150,-50,1,0,0,217.94494717703367,19.650000000000002
-1045,-2955,7015,150,-150,-50,1,0,0,217.94494717703367,19.700000000000003
-1037.5,-2962.5,7012.5,150,-150,-50,1,0,0,217.94494717703367,19.75
-1030,-2970,7010,150,-150,-50,1,0,0,217.94494717703367,19.8
-1022.5,-2977.5,7007.5,150,-150,-50,1,0,0,217.94494717703367,19.85
-1015,-2985,7005,150,-150,-50,1,0,0,217.94494717703367,19.900000000000002
-1007.5,-2992.5,7002.5,150,-150,-50,1,0,0,217.94494717703367,19.950000000000003
-1000,-3000,7000,150,-150,-50,1,0,0,217.94494717703367,20
-992.5,-3007.5,6997.5,150,-150,-50,1,0,0,217.94494717703367,20.05
-985,-3015,6995,150,-150,-50,1,0,0,217.94494717703367,20.1
-977.5,-3022.5,6992.5,150,-150,-50,1,0,0,217.94494717703367,20.150000000000002
-970,-3030,6990,150,-150,-50,1,0,0,217.94494717703367,20.200000000000003
-962.5,-3037.5,6987.5,150,-150,-50,1,0,0,217.94494717703367,20.25
-955,-3045,6985,150,-150,-50,1,0,0,217.94494717703367,20.3
-947.5,-3052.5,6982.5,150,-150,-50,1,0,0,217.94494717703367,20.35
-940,-3060,6980,150,-150,-50,1,0,0,217.94494717703367,20.400000000000002
-932.5,-3067.5,6977.5,150,-150,-50,1,0,0,217.94494717703367,20.450000000000003
-925,-3075,6975,150,-150,-50,1,0,0,217.94494717703367,20.5
-917.5,-3082.5,6972.5,150,-150,-50,1,0,0,217.94494717703367,20.55
-910,-3090,6970,150,-150,-50,1,0,0,217.94494717703367,20.6
-902.5,-3097.5,6967.5,150,-150,-50,1,0,0,217.94494717703367,20.650000000000002
-895,-3105,6965,150,-150,-50,1,0,0,217.94494717703367,20.700000000000003
-887.5,-3112.5,6962.5,150,-150,-50,1,0,0,217.94494717703367,20.75
-880,-3120,6960,150,-150,-50,1,0,0,217.94494717703367,20.8
-872.5,-3127.5,6957.5,150,-150,-50,1,0,0,217.94494717703367,20.85
-865,-3135,6955,150,-150,-50,1,0,0,217.94494717703367,20.900000000000002
-857.5,-3142.5,6952.5,150,-150,-50,1,0,0,217.94494717703367,20.950000000000003
-850,-3150,6950,150,-150,-50,1,0,0,217.94494717703367,21
-842.5,-3157.5,6947.5,150,-150,-50,1,0,0,217.94494717703367,21.05
-835,-3165,6945,150,-150,-50,1,0,0,217.94494717703367,21.1
-827.5,-3172.5,6942.5,150,-150,-50,1,0,0,217.94494717703367,21.150000000000002
-820,-3180,6940,150,-150,-50,1,0,0,217.94494717703367,21.200000000000003
-812.5,-3187.5,6937.5,150,-150,-50,1,0,0,217.94494717703367,21.25
-805,-3195,6935,150,-150,-50,1,0,0,217.94494717703367,21.3
-797.5,-3202.5,6932.5,150,-150,-50,1,0,0,217.94494717703367,21.35
-790,-3210,6930,150,-150,-50,1,0,0,217.94494717703367,21.400000000000002
-782.5,-3217.5,6927.5,150,-150,-50,1,0,0,217.94494717703367,21.450000000000003
-775,-3225,6925,150,-150,-50,1,0,0,217.94494717703367,21.5
